(parameter 0 (root https://www.npmjs.com/package/debug)),taint,(member namespace (return (root https://www.npmjs.com/package/debug))),taint,AllQueries,unknown;0.10.1;3.35.1;2.5.8;3.8.2;0.12.0;0.17.4;5.4.1;1.14.1;1.12.1;1.17.0;4.17.1;0.27.1;2.7.1;1.7.0;0.8.2;0.21.1;5.4.2;1.11.0;8.2.2;1.19.1;5.0.0;19.0.0;1.7.4;1.0.21;8.2.6;1.23.1;3.2.0;5.0.4;20.0.5;unknown;1.6.6;0.18.1;3.19.0;1.1.2;1.1.1;1.124.0;3.19.0;unknown;2.1.6;2.4.4;1.9.1;3.35.1;0.16.2;1.0.0;1.5.0;2.1.0;0.9.2;0.19.1;2.34.0;3.1.1;4.0.2;4.0.0;2.0.2;2.6.9;3.5.1;1.3.0;2.7.2;0.9.2;5.0.0;2.3.10;4.5.1;1.15.1;1.3.1;4.3.7;1.19.0;5.0.4;1.7.0;3.4.2;2.2.0;1.7.6;0.12.0;unknown;0.5.2;0.10.1,519
(parameter 0 (root https://www.npmjs.com/package/utils-merge)),taint,(return (root https://www.npmjs.com/package/utils-merge)),taint,AllQueries,1.7.1;4.17.1;1.0.1;1.3.0;1.5.0,86
(parameter 0 (root https://www.npmjs.com/package/set-getter)),taint,(return (root https://www.npmjs.com/package/set-getter)),taint,AllQueries,2.0.2,75
(member _isBuffer (parameter 0 (root https://www.npmjs.com/package/is-buffer))),taint,(return (root https://www.npmjs.com/package/is-buffer)),taint,AllQueries,1.1.4;1.6.1;1.19.1;3.2.0;2.1.6;2.4.4;3.1.1;4.0.2;4.0.0;2.0.2;2.2.1;unknown,73
(parameter 0 (root https://www.npmjs.com/package/on-finished)),taint,(return (root https://www.npmjs.com/package/on-finished)),taint,AllQueries,4.14.0;2.7.0;2.3.0;0.3.3;1.19.0,72
(member url (parameter 0 (root https://www.npmjs.com/package/parseurl))),taint,(member pathname (return (root https://www.npmjs.com/package/parseurl))),taint,AllQueries,1.3.3;4.17.1;1.9.1,70
(member url (parameter 0 (root https://www.npmjs.com/package/parseurl))),taint,(member href (return (root https://www.npmjs.com/package/parseurl))),taint,AllQueries,1.3.3;4.17.1;1.9.1,70
(member url (parameter 0 (root https://www.npmjs.com/package/parseurl))),taint,(member path (return (root https://www.npmjs.com/package/parseurl))),taint,AllQueries,1.3.3;4.17.1;1.9.1,70
(member url (parameter 0 (root https://www.npmjs.com/package/parseurl))),taint,(member _raw (return (root https://www.npmjs.com/package/parseurl))),taint,AllQueries,1.3.3;4.17.1;1.9.1,69
(member * (parameter 0 (root https://www.npmjs.com/package/lodash._getnative))),taint,(return (root https://www.npmjs.com/package/lodash._getnative)),taint,AllQueries,4.6.1;5.4.1;3.2.2;3.0.8;4.4.3;3.6.2;0.6.6;4.0.0;3.3.2;3.0.4;1.1.1;3.2.0;3.0.4;3.0.3;0.7.3;3.1.4;3.1.1;3.0.4,66
(parameter 0 (root https://www.npmjs.com/package/path-is-absolute)),taint,(return (root https://www.npmjs.com/package/path-is-absolute)),taint,AllQueries,0.12.0;5.4.1;5.0.15;2.4.4;1.1.1;unknown;3.2.0;0.3.0;1.0.1;3.0.0;2.6.3;0.12.0;6.1.0;0.5.0,66
(member looseMode (parameter 1 (member CookieJar (root https://www.npmjs.com/package/tough-cookie)))),taint,(member enableLooseMode (return (member CookieJar (root https://www.npmjs.com/package/tough-cookie)))),taint,AllQueries,4.2.2;0.11.4;9.4.1;2.88.0;1.0.7;unknown;5.4.5;0.5.0,65
(member headers (parameter 0 (root https://www.npmjs.com/package/accepts))),taint,(member headers (return (root https://www.npmjs.com/package/accepts))),taint,AllQueries,1.9.1;1.3.7,65
(parameter 0 (root https://www.npmjs.com/package/accepts)),taint,(member request (member negotiator (return (root https://www.npmjs.com/package/accepts)))),taint,AllQueries,1.3.7,63
(member dispose (parameter 0 (root https://www.npmjs.com/package/lru-cache))),taint,(member _dispose (return (root https://www.npmjs.com/package/lru-cache))),taint,AllQueries,0.9.2;0.3.0;1.3.0;4.1.4;7.1.4;4.0.0;2.7.3;3.0.3;1.3.4;2.1.1;1.0.0;1.2.5;0.5.2;0.1.3;2.0.10;1.2.0,62
(member max (parameter 0 (root https://www.npmjs.com/package/lru-cache))),taint,(member _max (return (root https://www.npmjs.com/package/lru-cache))),taint,AllQueries,0.9.2;0.3.0;1.3.0;4.1.4;7.1.4;4.0.0;2.7.3;3.0.3;1.3.4;2.1.1;1.0.0;1.2.5;0.5.2;0.1.3;2.0.10;1.2.0,61
(parameter 0 (parameter 0 (parameter 0 (return (root https://www.npmjs.com/package/amdefine))))),taint,(parameter 0 (parameter 1 (root https://www.npmjs.com/package/amdefine))),taint,AllQueries,1.11.1;0.3.2;4.0.11;0.3.22;1.11.0;13.1.0;0.3.3;0.10.19;1.3.1;0.12.1;1.5.0;2.6.1;0.4.4;0.3.3;5.2.1;2.3.1;1.3.1;5.2.18;2.7.5;13.1.0,60
(parameter 0 (member option (return (member usage (return (member version (root https://www.npmjs.com/package/commander))))))),taint,(member short (member 1 (member options (return (member on (return (member usage (return (member version (root https://www.npmjs.com/package/commander)))))))))),taint,AllQueries,2.20.0;2.20.0,57
(parameter 0 (member usage (return (member version (root https://www.npmjs.com/package/commander))))),taint,(member _usage (return (member usage (return (member version (root https://www.npmjs.com/package/commander)))))),taint,AllQueries,2.20.0;2.20.0,57
(parameter 0 (member option (return (member usage (return (member version (root https://www.npmjs.com/package/commander))))))),taint,(member flags (member 1 (member options (return (member on (return (member usage (return (member version (root https://www.npmjs.com/package/commander)))))))))),taint,AllQueries,2.20.0;2.20.0,57
(parameter 0 (member option (return (member usage (return (member version (root https://www.npmjs.com/package/commander))))))),taint,(member long (member 1 (member options (return (member on (return (member usage (return (member version (root https://www.npmjs.com/package/commander)))))))))),taint,AllQueries,2.20.0;2.20.0,57
(parameter 0 (member option (return (member usage (return (member version (root https://www.npmjs.com/package/commander))))))),taint,(member optional (member 1 (member options (return (member on (return (member usage (return (member version (root https://www.npmjs.com/package/commander)))))))))),taint,AllQueries,2.20.0;2.20.0,57
(parameter 0 (member option (return (member usage (return (member version (root https://www.npmjs.com/package/commander))))))),taint,(member required (member 1 (member options (return (member on (return (member usage (return (member version (root https://www.npmjs.com/package/commander)))))))))),taint,AllQueries,2.20.0;2.20.0,57
(parameter 0 (member version (root https://www.npmjs.com/package/commander))),taint,(member _version (return (member on (root https://www.npmjs.com/package/commander)))),taint,AllQueries,2.20.0;2.20.0,57
(parameter 0 (member option (return (member usage (return (member version (root https://www.npmjs.com/package/commander))))))),taint,(member bool (member 1 (member options (return (member on (return (member usage (return (member version (root https://www.npmjs.com/package/commander)))))))))),taint,AllQueries,2.20.0;2.20.0,57
(parameter 1 (member option (return (member usage (return (member version (root https://www.npmjs.com/package/commander))))))),taint,(member description (member 1 (member options (return (member on (return (member usage (return (member version (root https://www.npmjs.com/package/commander)))))))))),taint,AllQueries,2.20.0;2.20.0,57
(parameter 0 (root https://www.npmjs.com/package/is-extendable)),taint,(return (root https://www.npmjs.com/package/is-extendable)),taint,AllQueries,2.0.1;3.1.1;4.0.2;2.0.2,57
(parameter 0 (root https://www.npmjs.com/package/component-emitter)),taint,(return (root https://www.npmjs.com/package/component-emitter)),taint,AllQueries,1.19.1;3.2.0;2.1.6;2.4.4;1.0.6;3.1.1;4.0.2;4.0.0;unknown;2.2.0;1.3.0;unknown,56
(parameter 0 (member mediaTypes (member negotiator (return (root https://www.npmjs.com/package/accepts))))),taint,(return (member mediaTypes (member negotiator (return (root https://www.npmjs.com/package/accepts))))),taint,AllQueries,1.3.7,55
(parameter 0 (root https://www.npmjs.com/package/extend)),taint,(return (root https://www.npmjs.com/package/extend)),taint,AllQueries,4.2.2;0.18.2;3.0.2;0.9.1;2.88.0;1.0.7;2.4.4;0.5.0,54
(member socket (parameter 0 (member isFinished (root https://www.npmjs.com/package/on-finished)))),taint,(return (member isFinished (root https://www.npmjs.com/package/on-finished))),taint,AllQueries,4.17.1;2.3.0,53
(parameter 0 (member encodings (member negotiator (return (root https://www.npmjs.com/package/accepts))))),taint,(return (member encodings (member negotiator (return (root https://www.npmjs.com/package/accepts))))),taint,AllQueries,1.3.7,53
(parameter 0 (member languages (member negotiator (return (root https://www.npmjs.com/package/accepts))))),taint,(return (member languages (member negotiator (return (root https://www.npmjs.com/package/accepts))))),taint,AllQueries,1.3.7,53
(parameter 0 (member charsets (member negotiator (return (root https://www.npmjs.com/package/accepts))))),taint,(return (member charsets (member negotiator (return (root https://www.npmjs.com/package/accepts))))),taint,AllQueries,1.3.7,53
(parameter 1 (member withCallback (root https://www.npmjs.com/package/thenify-all))),taint,(return (member withCallback (root https://www.npmjs.com/package/thenify-all))),taint,AllQueries,2.7.0;2.1.0;2.34.0;1.0.0,50
(member url (parameter 0 (member original (root https://www.npmjs.com/package/parseurl)))),taint,(member href (return (member original (root https://www.npmjs.com/package/parseurl)))),taint,AllQueries,1.3.3,50
(member url (parameter 0 (member original (root https://www.npmjs.com/package/parseurl)))),taint,(member path (return (member original (root https://www.npmjs.com/package/parseurl)))),taint,AllQueries,1.3.3,50
(member url (parameter 0 (member original (root https://www.npmjs.com/package/parseurl)))),taint,(member pathname (return (member original (root https://www.npmjs.com/package/parseurl)))),taint,AllQueries,1.3.3,50
(member url (parameter 0 (member original (root https://www.npmjs.com/package/parseurl)))),taint,(member _raw (return (member original (root https://www.npmjs.com/package/parseurl)))),taint,AllQueries,1.3.3,50
(parameter 0 (root https://www.npmjs.com/package/encodeurl)),taint,(return (root https://www.npmjs.com/package/encodeurl)),taint,AllQueries,1.1.2,49
(parameter 0 (return (root https://www.npmjs.com/package/lazy-cache))),taint,(parameter 0 (parameter 0 (root https://www.npmjs.com/package/lazy-cache))),taint,AllQueries,2.3.11;2.0.2,48
(member * (parameter 0 (member configure (root https://www.npmjs.com/package/formatio)))),taint,(member * (return (member configure (root https://www.npmjs.com/package/formatio)))),taint,AllQueries,1.17.7;1.17.7,48
(member name (parameter 0 (member withCallback (root https://www.npmjs.com/package/thenify)))),taint,(return (member withCallback (root https://www.npmjs.com/package/thenify))),taint,AllQueries,2.7.0;2.1.0;2.34.0;0.5.0,47
(parameter 0 (member parse (root https://www.npmjs.com/package/semver))),taint,(member raw (return (member parse (root https://www.npmjs.com/package/semver)))),taint,AllQueries,2.1.3;3.0.2;5.7.0;2.1.3;5.10.0;5.10.0;0.11.0;5.7.1;1.7.3,44
(parameter 0 (root https://www.npmjs.com/package/unique-random-array)),taint,(return (return (root https://www.npmjs.com/package/unique-random-array))),taint,AllQueries,1.0.1,43
(parameter 0 (return (root https://www.npmjs.com/package/wrappy))),taint,(parameter 0 (parameter 0 (root https://www.npmjs.com/package/wrappy))),taint,AllQueries,1.4.0;5.4.1;1.0.3;5.0.15;3.0.3;2.4.4;2.34.0;1.0.5;6.1.0,42
(parameter 0 (root https://www.npmjs.com/package/unique-random)),taint,(return (return (root https://www.npmjs.com/package/unique-random))),taint,AllQueries,1.0.1,42
(parameter 1 (root https://www.npmjs.com/package/unique-random)),taint,(return (return (root https://www.npmjs.com/package/unique-random))),taint,AllQueries,1.0.1,42
(parameter 0 (root https://www.npmjs.com/package/toidentifier)),taint,(return (root https://www.npmjs.com/package/toidentifier)),taint,AllQueries,1.14.1;4.17.1;0.21.1;unknown;2.4.1;1.9.1;4.2.1;1.5.3;1.19.0,40
(parameter 0 (member extend (root https://www.npmjs.com/package/lodash))),taint,(return (member extend (root https://www.npmjs.com/package/lodash))),taint,AllQueries,0.10.1;3.35.1;0.1.9;3.0.0;0.20.0;3.3.0;4.0.0;3.35.1;3.3.0;0.5.2;0.5.16;3.1.1;4.17.15;0.10.1,40
(parameter 0 (member parse (root https://www.npmjs.com/package/bytes))),taint,(return (member parse (root https://www.npmjs.com/package/bytes))),taint,AllQueries,4.17.1;2.5.0;2.4.1;1.19.0;3.2.0,36
(member objectMode (parameter 0 (root https://www.npmjs.com/package/readable-stream/transform))),taint,(member objectMode (member _readableState (return (root https://www.npmjs.com/package/readable-stream/transform)))),taint,AllQueries,3.0.8;2.0.5;2.4.4;0.6.2;1.1.14,36
(member objectMode (parameter 0 (root https://www.npmjs.com/package/readable-stream/transform))),taint,(member objectMode (member _writableState (return (root https://www.npmjs.com/package/readable-stream/transform)))),taint,AllQueries,3.0.8;2.0.5;2.4.4;0.6.2;1.1.14,35
(member highWaterMark (parameter 0 (root https://www.npmjs.com/package/readable-stream/transform))),taint,(member highWaterMark (member _readableState (return (root https://www.npmjs.com/package/readable-stream/transform)))),taint,AllQueries,3.0.8;2.0.5;2.4.4,34
(member * (member * (parameter 0 (root https://www.npmjs.com/package/path-to-regexp)))),taint,(return (root https://www.npmjs.com/package/path-to-regexp)),taint,AllQueries,4.17.1;0.1.7,32
(member highWaterMark (parameter 0 (root https://www.npmjs.com/package/readable-stream/transform))),taint,(member highWaterMark (member _writableState (return (root https://www.npmjs.com/package/readable-stream/transform)))),taint,AllQueries,3.0.8;2.0.5;2.4.4,32
(member directory (parameter 0 (root https://www.npmjs.com/package/y18n))),taint,(member directory (return (root https://www.npmjs.com/package/y18n))),taint,AllQueries,9.0.1;0.10.0,31
(member updateFiles (parameter 0 (root https://www.npmjs.com/package/y18n))),taint,(member updateFiles (return (root https://www.npmjs.com/package/y18n))),taint,AllQueries,9.0.1;0.10.0,31
(parameter 0 (root https://www.npmjs.com/package/clone)),taint,(return (root https://www.npmjs.com/package/clone)),taint,AllQueries,4.2.1;unknown;1.0.3,31
(parameter 0 (root https://www.npmjs.com/package/lodash/assign)),taint,(return (root https://www.npmjs.com/package/lodash/assign)),taint,AllQueries,2.7.1;19.0.0;20.0.5;4.17.15,31
(parameter 0 (root https://www.npmjs.com/package/define-property)),taint,(return (root https://www.npmjs.com/package/define-property)),taint,AllQueries,1.19.1;3.2.0;2.1.6;2.4.4;3.1.1;4.0.2;4.0.0;2.0.2;unknown,31
(member * (parameter 1 (root https://www.npmjs.com/package/lodash/assign))),taint,(member * (return (root https://www.npmjs.com/package/lodash/assign))),taint,AllQueries,2.7.1;19.0.0;20.0.5;unknown,30
(parameter 0 (member obj (root https://www.npmjs.com/package/through2))),taint,(member _transform (return (member obj (root https://www.npmjs.com/package/through2)))),taint,AllQueries,2.0.5;1.0.2;1.0.0;2.6.1;0.6.2;1.0.1,30
(parameter 0 (member parse (root https://www.npmjs.com/package/cookie))),taint,(member * (return (member parse (root https://www.npmjs.com/package/cookie)))),taint,AllQueries,1.4.4;0.1.3,30
(member path (parameter 0 (root https://www.npmjs.com/package/vinyl))),taint,(member 0 (member history (return (root https://www.npmjs.com/package/vinyl)))),taint,AllQueries,0.5.3;3.0.8;1.0.0,30
(member filename (member main (parameter 0 (root https://www.npmjs.com/package/require-main-filename)))),taint,(return (root https://www.npmjs.com/package/require-main-filename)),taint,AllQueries,9.0.1,29
(parameter 0 (member method (return (root https://www.npmjs.com/package/delegates)))),taint,(member 0 (member methods (return (member method (return (root https://www.npmjs.com/package/delegates)))))),taint,AllQueries,2.1.3;3.0.2;0.21.1;2.1.3;5.10.0;5.10.0;0.11.0;1.22.2,29
(parameter 1 (root https://www.npmjs.com/package/delegates)),taint,(member target (return (root https://www.npmjs.com/package/delegates))),taint,AllQueries,2.1.3;3.0.2;0.21.1;2.1.3;5.10.0;5.10.0;0.11.0;1.22.2,29
(parameter 0 (root https://www.npmjs.com/package/to-regex)),taint,(return (root https://www.npmjs.com/package/to-regex)),taint,AllQueries,1.19.1;3.2.0;2.1.6;2.4.4;3.1.1;4.0.2;4.0.0;unknown,29
(parameter 0 (member create (root https://www.npmjs.com/package/regex-not))),taint,(return (member create (root https://www.npmjs.com/package/regex-not))),taint,AllQueries,1.19.1;3.2.0;2.1.6;2.4.4;3.1.1;4.0.2;4.0.0;unknown,29
(parameter 0 (root https://www.npmjs.com/package/regex-not)),taint,(return (root https://www.npmjs.com/package/regex-not)),taint,AllQueries,1.19.1;3.2.0;2.1.6;2.4.4;3.1.1;4.0.2;4.0.0;unknown,29
(parameter 1 (member httpify (root https://www.npmjs.com/package/caseless))),taint,(member dict (return (member httpify (root https://www.npmjs.com/package/caseless)))),taint,AllQueries,0.9.1;2.88.0;1.0.7;0.5.0,29
(parameter 0 (return (member extend (root https://www.npmjs.com/package/class-utils)))),taint,(parameter 0 (parameter 1 (member extend (root https://www.npmjs.com/package/class-utils)))),taint,AllQueries,1.19.1;3.2.0;2.1.6;2.4.4;3.1.1;4.0.2;4.0.0;unknown,28
(parameter 0 (root https://www.npmjs.com/package/lodash._isnative)),taint,(return (root https://www.npmjs.com/package/lodash._isnative)),taint,AllQueries,2.4.1;2.4.1;2.2.20;2.4.1;1.0.2;2.4.1;2.4.1;2.4.1,27
(parameter 0 (root https://www.npmjs.com/package/lodash/isUndefined)),taint,(return (root https://www.npmjs.com/package/lodash/isUndefined)),taint,AllQueries,4.2.2;1.0.7;1.2.2;4.17.15,26
(parameter 0 (root https://www.npmjs.com/package/minimist)),taint,(member * (return (root https://www.npmjs.com/package/minimist))),taint,AllQueries,2.2.20;3.0.1;2.2.2;2.6.1;2.3.1;1.2.0,26
(member theme (parameter 1 (root https://www.npmjs.com/package/gauge))),taint,(member _theme (return (root https://www.npmjs.com/package/gauge))),taint,AllQueries,2.1.3;3.0.2;2.1.3;5.10.0;5.10.0;0.11.0;1.22.2,26
(member theme (parameter 1 (root https://www.npmjs.com/package/gauge))),taint,(member theme (member _gauge (return (root https://www.npmjs.com/package/gauge)))),taint,AllQueries,2.1.3;3.0.2;2.1.3;5.10.0;5.10.0;0.11.0;1.22.2,26
(parameter 0 (root https://www.npmjs.com/package/ms)),taint,(return (root https://www.npmjs.com/package/ms)),taint,AllQueries,0.6.2;2.34.0,26
(parameter 0 (root https://www.npmjs.com/package/core-js/library/fn/object/create)),taint,(return (root https://www.npmjs.com/package/core-js/library/fn/object/create)),taint,AllQueries,0.5.0;2.7.1;19.0.0;20.0.5;2.6.9;2.5.7,26
(parameter 0 (root https://www.npmjs.com/package/parse-json)),taint,(return (root https://www.npmjs.com/package/parse-json)),taint,AllQueries,4.0.0;2.0.5;2.0.0,25
(parameter 0 (root https://www.npmjs.com/package/debug/node)),taint,(member namespace (return (root https://www.npmjs.com/package/debug/node))),taint,AllQueries,2.7.1;19.0.0;20.0.5;unknown,25
(parameter 0 (root https://www.npmjs.com/package/to-fast-properties)),taint,(return (root https://www.npmjs.com/package/to-fast-properties)),taint,AllQueries,2.7.1;20.0.3;8.2.6;20.0.5;0.18.1,23
(parameter 0 (root https://www.npmjs.com/package/slash)),taint,(return (root https://www.npmjs.com/package/slash)),taint,AllQueries,1.0.0,23
(parameter 0 (member default (root https://www.npmjs.com/package/babel-runtime/helpers/typeof))),taint,(return (member default (root https://www.npmjs.com/package/babel-runtime/helpers/typeof))),taint,AllQueries,0.5.0;2.7.1;19.0.0;20.0.5,23
(member base (parameter 0 (root https://www.npmjs.com/package/vinyl))),taint,(member base (return (root https://www.npmjs.com/package/vinyl))),taint,AllQueries,0.2.3;3.0.8;1.0.0,23
(parameter 0 (root https://www.npmjs.com/package/caseless)),taint,(member dict (return (root https://www.npmjs.com/package/caseless))),taint,AllQueries,0.19.2;2.88.0;1.0.7;0.5.0,23
(parameter 1 (return (root https://www.npmjs.com/package/lodash._createassigner))),taint,(parameter 1 (parameter 0 (root https://www.npmjs.com/package/lodash._createassigner))),taint,AllQueries,3.3.2;3.2.0,22
(parameter 0 (member extend (root https://www.npmjs.com/package/underscore))),taint,(return (member extend (root https://www.npmjs.com/package/underscore))),taint,AllQueries,2.2.3;1.0.3;0.13.1;0.4.13;1.9.1;1.0.0,22
(parameter 0 (root https://www.npmjs.com/package/arrify)),taint,(member 0 (return (root https://www.npmjs.com/package/arrify))),taint,AllQueries,2.1.0;2.2.2;1.0.1;4.1.0,22
(parameter 0 (member parser (root https://www.npmjs.com/package/sax))),taint,(member * (return (member parser (root https://www.npmjs.com/package/sax)))),taint,AllQueries,0.9.1;0.4.19;0.7.2,22
(parameter 1 (member serialize (root https://www.npmjs.com/package/cookie))),taint,(return (member serialize (root https://www.npmjs.com/package/cookie))),taint,AllQueries,0.4.0,22
(member path (parameter 2 (member serialize (root https://www.npmjs.com/package/cookie)))),taint,(return (member serialize (root https://www.npmjs.com/package/cookie))),taint,AllQueries,0.4.0,22
(parameter 0 (member serialize (root https://www.npmjs.com/package/cookie))),taint,(return (member serialize (root https://www.npmjs.com/package/cookie))),taint,AllQueries,0.4.0,22
(parameter 0 (member yellow (root https://www.npmjs.com/package/chalk))),taint,(return (member yellow (root https://www.npmjs.com/package/chalk))),taint,AllQueries,0.12.0;2.1.0;1.1.1;1.0.2;3.5.1;3.0.0;1.2.1,22
(parameter 0 (member red (root https://www.npmjs.com/package/chalk))),taint,(return (member red (root https://www.npmjs.com/package/chalk))),taint,AllQueries,0.12.0;2.1.0;0.12.6;1.1.1;1.0.2;3.5.1;3.0.0;1.2.1,22
(parameter 0 (member expect (root https://www.npmjs.com/package/chai))),taint,(member * (member __flags (return (member expect (root https://www.npmjs.com/package/chai))))),taint,AllQueries,4.2.0,21
(parameter 0 (root https://www.npmjs.com/package/prepend-http)),taint,(return (root https://www.npmjs.com/package/prepend-http)),taint,AllQueries,2.9.2;1.9.1;0.5.0,21
(parameter 0 (root https://www.npmjs.com/package/pify)),taint,(return (root https://www.npmjs.com/package/pify)),taint,AllQueries,2.3.0;3.1.1;3.0.0;6.1.0,21
(parameter 0 (root https://www.npmjs.com/package/deep-extend)),taint,(return (root https://www.npmjs.com/package/deep-extend)),taint,AllQueries,1.3.12;0.4.2;4.1.0;2.1.6,21
(parameter 0 (member write (return (member parser (root https://www.npmjs.com/package/sax))))),taint,(member name (member tag (return (member write (return (member parser (root https://www.npmjs.com/package/sax))))))),taint,AllQueries,0.9.1;0.4.19;0.7.2,21
(parameter 0 (member parser (root https://www.npmjs.com/package/sax))),taint,(member strict (return (member parser (root https://www.npmjs.com/package/sax)))),taint,AllQueries,0.9.1;0.4.19;0.7.2,21
(member * (parameter 1 (root https://www.npmjs.com/package/xtend))),taint,(member * (return (root https://www.npmjs.com/package/xtend))),taint,AllQueries,0.6.5;1.3.9;2.4.4;4.0.2;1.14.1;5.0.0,21
(parameter 0 (member isObject (root https://www.npmjs.com/package/lodash))),taint,(return (member isObject (root https://www.npmjs.com/package/lodash))),taint,AllQueries,8.2.2;4.0.0;unknown,20
(parameter 0 (member assign (root https://www.npmjs.com/package/lodash))),taint,(return (member assign (root https://www.npmjs.com/package/lodash))),taint,AllQueries,4.0.0;0.12.6;1.15.1;4.17.15,20
(parameter 0 (return (root https://www.npmjs.com/package/lodash._createassigner))),taint,(return (return (root https://www.npmjs.com/package/lodash._createassigner))),taint,AllQueries,3.3.2;3.2.0,20
(parameter 0 (return (root https://www.npmjs.com/package/lodash._createassigner))),taint,(parameter 0 (parameter 0 (root https://www.npmjs.com/package/lodash._createassigner))),taint,AllQueries,3.3.2;3.2.0,20
(parameter 0 (return (member withCallback (root https://www.npmjs.com/package/thenify)))),taint,(return (return (member withCallback (root https://www.npmjs.com/package/thenify)))),taint,AllQueries,2.7.0;1.0.0,20
(parameter 0 (root https://www.npmjs.com/package/is-glob)),taint,(return (root https://www.npmjs.com/package/is-glob)),taint,AllQueries,2.0.1;2.3.11,20
(parameter 1 (root https://www.npmjs.com/package/regex-cache)),taint,(parameter 0 (parameter 0 (root https://www.npmjs.com/package/regex-cache))),taint,AllQueries,2.0.1;2.3.11,20
(parameter 0 (root https://www.npmjs.com/package/traverse)),taint,(member value (return (root https://www.npmjs.com/package/traverse))),taint,AllQueries,0.6.6,20
(parameter 0 (root https://www.npmjs.com/package/lodash.foreach)),taint,(return (root https://www.npmjs.com/package/lodash.foreach)),taint,AllQueries,0.22.0;3.0.3,20
